@var: pct = 1.3065E-22*Tgas
@format:idx,R,R,R,P,P,P,rate
@photo_start
260,H2O,CO,,OH,CHO,,1.69e-10*pct**(0)/exp(-0.45136164*(log(Tgas)-1)+0.00307506373*Tgas/2+-1.108251083e-05*Tgas**2/6+1.2722241519999999e-08*Tgas**3/12+-4.86981359e-12*Tgas**4/20--51879.12221/Tgas+-0.5449499229999994)
261,H,CO2,,O,CHO,,5.00e-11*pct**(0)/exp(-2.549000200000001*(log(Tgas)-1)+0.01558420131*Tgas/2+-2.7768153559999998e-05*Tgas**2/6+2.200936654e-08*Tgas**3/12+-6.62970727e-12*Tgas**4/20--55892.98204999999/Tgas+4.0939385)
262,OH,CO,,O,CHO,,5.00e-11*pct**(0)/exp(0.16570453999999923*(log(Tgas)-1)+0.00358865117*Tgas/2+-1.5012635729999999e-05*Tgas**2/6+1.6579908540000002e-08*Tgas**3/12+-6.02805126e-12*Tgas**4/20--43969.858689999994/Tgas+-1.955871327)
263,H2,CHO,,HCHO,H,,2.14e-12*((Tgas/298.)**1.62)*exp(-1090./Tgas)*pct**(0)/exp(0.44589566000000014*(log(Tgas)-1)+0.0066741282154*Tgas/2+-2.3582655943999996e-05*Tgas**2/6+2.4841830820999996e-08*Tgas**3/12+-8.8323379906e-12*Tgas**4/20--8268.36564/Tgas+-1.1065241080000003)
264,CH2OH,,,HCHO,H,,2.41e-13*((Tgas/298.)**-1.40)*exp(-7720./Tgas)*pct**(-1)/exp(-2.8153999499999998*(log(Tgas)-1)+0.00855763635*Tgas/2+-9.473628299999998e-06*Tgas**2/6+1.441783999999998e-09*Tgas**3/12+1.6134134000000008e-12*Tgas**4/20--14619.23198/Tgas+3.153004632)
265,CH3O,,,HCHO,H,,3.99e-11*exp(-2069./Tgas)*pct**(-1)/exp(-3.5819181*(log(Tgas)-1)+0.007103700159999999*Tgas/2+3.330981000000048e-07*Tgas**2/6+-9.3786852e-09*Tgas**3/12+5.4815779e-12*Tgas**4/20--9786.73986/Tgas+6.416293432)
266,H2,M,,H,H,M,6.03e-33*((Tgas/298.)**-1.00)*exp(27./Tgas)*pct**(-1)/exp(-1.49792732*(log(Tgas)-1)+8.65475654e-05*Tgas/2+-2.63683344e-07*Tgas**2/6+3.37306621e-10*Tgas**3/12+-2.92359706e-14*Tgas**4/20--51993.63279/Tgas+-3.36539189)
267,HO2,CO,,CHO,O2,,3.5e-12*exp(140./Tgas)*pct**(0)/exp(-0.1386708900000002*(log(Tgas)-1)+0.00095801207*Tgas/2+-1.6752236099999995e-06*Tgas**2/6+-2.6409095000000027e-10*Tgas**3/12+7.6993731e-13*Tgas**4/20--16888.535805/Tgas+0.25904707999999976)
268,H2O,CHO,,HCHO,OH,,8.20e-12*exp(40./Tgas)*pct**(0)/exp(-0.34952605999999964*(log(Tgas)-1)+0.006952245500000001*Tgas/2+-2.1415271329999996e-05*Tgas**2/6+2.289576036e-08*Tgas**3/12+-8.39432904e-12*Tgas**4/20--15411.017209999998/Tgas+1.960540099)
269,H2O,M,,H,OH,M,3.26E-30*((Tgas/298.)**-3.06)*exp(-796./Tgas)*pct**(-1)/exp(-2.29334904*(log(Tgas)-1)+0.00036466484999999986*Tgas/2+1.9037012699999998e-06*Tgas**2/6+-1.6087638399999999e-09*Tgas**3/12+4.0877298000000003e-13*Tgas**4/20--59136.28436/Tgas+-0.2983276829999999)
270,H2,O,,H,OH,,6.86E-14*((Tgas/298.)**2.80)*exp(-1950./Tgas)*pct**(0)/exp(0.1783555400000001*(log(Tgas)-1)+-0.0007917047246000001*Tgas/2+1.762740285999999e-06*Tgas**2/6+-1.911596559e-09*Tgas**3/12+7.202287193999999e-13*Tgas**4/20--766.6119499999986/Tgas+-1.6561428030000003)
271,CHO,OH,,HCHO,O,,1.78E-11*((Tgas/298.)**0.57)*exp(-1390./Tgas)*pct**(0)/exp(0.2675401199999996*(log(Tgas)-1)+0.007465832939999999*Tgas/2+-2.5345396229999998e-05*Tgas**2/6+2.6753427379999996e-08*Tgas**3/12+-9.552566710000002e-12*Tgas**4/20--7501.7536900000005/Tgas+0.5496186950000002)
272,OH,HO2,,H2O2,O,,7.38E-14*((Tgas/298.)**3.40)*exp(-1184./Tgas)*pct**(0)/exp(0.8103637200000007*(log(Tgas)-1)+-0.0030234780580000002*Tgas/2+1.4914345700000005e-06*Tgas**2/6+6.488061799999995e-10*Tgas**3/12+-5.467140199999999e-13*Tgas**4/20--7782.598655000002/Tgas+-1.7130029270000007)
273,CH3,H2O,,CH4,OH,,3.38E-13*((Tgas/298.)**2.23)*exp(-1184./Tgas)*pct**(0)/exp(-1.2844266599999994*(log(Tgas)-1)+0.01619150375*Tgas/2+-4.201285183e-05*Tgas**2/6+4.096836976e-08*Tgas**3/12+-1.4135249520000003e-11*Tgas**4/20--6994.586159999999/Tgas+5.561752127)
274,CH3O2,M,,CH3,O2,M,4.49E-31*((Tgas/298.)**-3.00)*pct**(-1)/exp(-2.4679406199999994*(log(Tgas)-1)+-0.004423429310000001*Tgas/2+3.242772459e-05*Tgas**2/6+-4.1407166310000005e-08*Tgas**3/12+1.651256113e-11*Tgas**4/20--15487.794601000001/Tgas+-2.5161993099999997)
275,CH3O,O,,CH3,O2,,2.19E-10*exp(-15756./Tgas)*pct**(0)/exp(-0.5595639399999999*(log(Tgas)-1)+-0.00521381564*Tgas/2+2.8992470750000002e-05*Tgas**2/6+-3.7135879749999996e-08*Tgas**3/12+1.506206594e-11*Tgas**4/20-15071.2116/Tgas+3.29313097)
276,CH3OH,,,CH3,OH,,1.00E-10*pct**(-1)/exp(-1.9906534299999992*(log(Tgas)-1)+-0.01602387325*Tgas/2+5.911878697e-05*Tgas**2/6+-6.534002924000001e-08*Tgas**3/12+2.421385258e-11*Tgas**4/20--45403.587960000004/Tgas+-2.466867431)
277,H2O,CH2,,CH3,OH,,1.20E-10*exp(-1400./Tgas)*pct**(0)/exp(0.3920895800000008*(log(Tgas)-1)+-0.00176929981871*Tgas/2+2.6150199e-06*Tgas**2/6+-1.9575631600000004e-09*Tgas**3/12+5.8927537e-13*Tgas**4/20--4222.1875599999985/Tgas+-1.142701233)
278,CH2OH,H,,CH3,OH,,3.18E-12*((Tgas/298.)**1.00)*exp(-1606./Tgas)*pct**(0)/exp(-0.670840769999999*(log(Tgas)-1)+-0.00107622822*Tgas/2+1.777334207e-05*Tgas**2/6+-2.598947634e-08*Tgas**3/12+1.0961775080000001e-11*Tgas**4/20-2157.2783600000002/Tgas+1.2929000670000002)
279,CH3O,H,,CH3,OH,,6.45E-13*((Tgas/298.)**1.01)*exp(-6012./Tgas)*pct**(0)/exp(-1.4373589199999994*(log(Tgas)-1)+-0.00253016441*Tgas/2+2.758006847e-05*Tgas**2/6+-3.680994554e-08*Tgas**3/12+1.482993958e-11*Tgas**4/20-6989.770479999999/Tgas+4.5561888669999995)
280,CH4,O,,CH3,OH,,3.22E-14*((Tgas/298.)**2.20)*exp(-2240./Tgas)*pct**(0)/exp(0.6673604800000006*(log(Tgas)-1)+-0.01670509119*Tgas/2+4.5942976729999995e-05*Tgas**2/6+-4.4826036779999996e-08*Tgas**3/12+1.529348719e-11*Tgas**4/20--914.6773600000015/Tgas+-4.150830723)
281,H2,HCHO,,CH3,OH,,9.10E-11*exp(-1500./Tgas)*pct**(0)/exp(0.6466318600000003*(log(Tgas)-1)+-0.009547317004599999*Tgas/2+2.6983287025999996e-05*Tgas**2/6+-2.7093953719e-08*Tgas**3/12+9.3191257094e-12*Tgas**4/20--35217.122449999995/Tgas+-5.225496455)
282,HCHO,H,,CH3,O,,1.4e-10*pct**(0)/exp(0.4682763200000002*(log(Tgas)-1)+-0.008755612279999998*Tgas/2+2.5220546739999997e-05*Tgas**2/6+-2.5182357159999996e-08*Tgas**3/12+8.598896990000001e-12*Tgas**4/20--34450.510500000004/Tgas+-3.569353652)
283,CH3O,,,CH3,O,,7.51E-14*((Tgas/298.)**-2.12)*exp(-314./Tgas)*pct**(-1)/exp(-3.11364178*(log(Tgas)-1)+-0.0016519121200000001*Tgas/2+2.555364484e-05*Tgas**2/6+-3.4561042359999995e-08*Tgas**3/12+1.4080474890000001e-11*Tgas**4/20--44237.25036/Tgas+2.84693978)
284,HCHO,HO2,,CH3,O3,,5.4e-12*exp(-220./Tgas)*pct**(0)/exp(2.0309592800000003*(log(Tgas)-1)+-0.018837842719999998*Tgas/2+3.9173295999999995e-05*Tgas**2/6+-3.32556606e-08*Tgas**3/12+1.0243076690000001e-11*Tgas**4/20--46402.390715/Tgas+-5.636550942000001)
285,CH3O,O2,,CH3,O3,,9.68E-14*pct**(0)/exp(0.42969946999999964*(log(Tgas)-1)+-0.00998175575*Tgas/2+2.8195405610000004e-05*Tgas**2/6+-2.8039249489999997e-08*Tgas**3/12+9.67613071e-12*Tgas**4/20--32043.432620000003/Tgas+0.274073169999999)
286,CH4,CHO,,CH3,CH2O,,1.60E-16*(Tgas/298.)**(6.10)*exp(-990./Tgas)*pct**(0)/exp(1.0712911399999996*(log(Tgas)-1)+-0.009610168410000001*Tgas/2+1.7451664300000004e-05*Tgas**2/6+-1.1469376199999999e-08*Tgas**3/12+2.4420329800000022e-12*Tgas**4/20--36657.139050000005/Tgas+-4.977021290000001)
287,CH4,SH,,CH3,H2S,,2.29E-13*exp(-1100/Tgas)*pct**(0)/exp(1.0555018400000007*(log(Tgas)-1)+-0.0107016764*Tgas/2+2.2838778700000003e-05*Tgas**2/6+-1.85616567e-08*Tgas**3/12+5.32572003e-12*Tgas**4/20--7082.238770000002/Tgas+-5.8206869999999995)
288,CH4,CO,,CH3,CHO,,2.01E-10*pct**(0)/exp(0.8330650200000003*(log(Tgas)-1)+-0.013116440019999998*Tgas/2+3.0930340999999996e-05*Tgas**2/6+-2.8246128239999997e-08*Tgas**3/12+9.26543593e-12*Tgas**4/20--44884.536049999995/Tgas+-6.106702049999999)
289,CH4,HO2,,CH3,H2O2,,2.01E-14*exp(-2494./Tgas)*pct**(0)/exp(1.4777242*(log(Tgas)-1)+-0.019728569248*Tgas/2+4.74344113e-05*Tgas**2/6+-4.4177230599999997e-08*Tgas**3/12+1.474677317e-11*Tgas**4/20--8697.276015000001/Tgas+-5.86383365)
290,CH4,O2,,CH3,HO2,,5.99E-12*pct**(0)/exp(0.9717359099999991*(log(Tgas)-1)+-0.01407445209*Tgas/2+3.260556461e-05*Tgas**2/6+-2.798203729e-08*Tgas**3/12+8.49549862e-12*Tgas**4/20--27996.000245000003/Tgas+-6.365749130000001)
291,CH4,,,CH3,H,,3.5e-10*pct**(-1)/exp(-1.0089223800000005*(log(Tgas)-1)+-0.0158268389*Tgas/2+4.39165531e-05*Tgas**2/6+-4.25771336e-08*Tgas**3/12+1.4544022500000001e-11*Tgas**4/20--52141.698200000006/Tgas+-5.86007981)
292,CH4,M,,CH3,H,M,6.01E-29*(Tgas/298.)**(-1.80)*pct**(-1)/exp(-1.0089223800000005*(log(Tgas)-1)+-0.0158268389*Tgas/2+4.39165531e-05*Tgas**2/6+-4.25771336e-08*Tgas**3/12+1.4544022500000001e-11*Tgas**4/20--52141.698200000006/Tgas+-5.86007981)
293,CH4,H,,CH3,H2,,6.86E-14*(Tgas/298.)**(2.74)*exp(-4739./Tgas)*pct**(0)/exp(0.48900494000000005*(log(Tgas)-1)+-0.0159133864654*Tgas/2+4.4180236444e-05*Tgas**2/6+-4.2914440221e-08*Tgas**3/12+1.45732584706e-11*Tgas**4/20--148.06540999999925/Tgas+-2.49468792)
294,CH4,OH,,CH3,H2O,,1.20E-14*(Tgas/298.)**(2.90)*exp(-7480./Tgas)*pct**(0)/exp(1.2844266599999994*(log(Tgas)-1)+-0.01619150375*Tgas/2+4.201285183e-05*Tgas**2/6+-4.096836976e-08*Tgas**3/12+1.413524952e-11*Tgas**4/20-6994.586159999998/Tgas+-5.561752127)
295,CH2O,CH4,,CH3,CH3O,,4.00e-11*pct**(0)/exp(2.43660518*(log(Tgas)-1)+-0.0225596289*Tgas/2+4.67293712e-05*Tgas**2/6+-3.9801681600000006e-08*Tgas**3/12+1.23613321e-11*Tgas**4/20--14114.25034/Tgas+-10.90056398)
296,CH4,CH3O,,CH3,CH3OH,,1.12E-15*(Tgas/298.)**(3.10)*exp(-3488./Tgas)*pct**(0)/exp(-0.4556278699999998*(log(Tgas)-1)+-0.0023331300600000003*Tgas/2+1.2377834600000005e-05*Tgas**2/6+-1.4047049899999988e-08*Tgas**3/12+5.160109499999997e-12*Tgas**4/20-251.66024000000039/Tgas+1.162976488)
297,CH2O,H2O,O2,CH3O2,HO2,,1.60E-15*exp(-1730./Tgas)*pct**(1)/exp(3.3649306299999986*(log(Tgas)-1)+-0.004527872379999997*Tgas/2+-1.2056146590000012e-05*Tgas**2/6+2.2281974210000007e-08*Tgas**3/12+-1.0022401180000004e-11*Tgas**4/20--17631.153184/Tgas+-1.7443999800000003)
298,CH4O2,O2,,CH3O2,HO2,,3.8e-13*exp(780./Tgas)*pct**(0)/exp(-2.585628180000002*(log(Tgas)-1)+0.024545425880000003*Tgas/2+-5.376196709000001e-05*Tgas**2/6+4.701893051000001e-08*Tgas**3/12+-1.483369958e-11*Tgas**4/20--18088.403083999998/Tgas+8.50020041)
299,CH3O,CH3O,O2,CH3O2,CH3O2,,7.40e-13*exp(-520./Tgas)*pct**(1)/exp(1.2626755199999988*(log(Tgas)-1)+0.00198113086*Tgas/2+-1.0309333590000001e-05*Tgas**2/6+1.1117410510000011e-08*Tgas**3/12+-3.882581430000002e-12*Tgas**4/20-1809.5504420000004/Tgas+11.17246937)
300,CH3O,NO2,,CH3O2,NO,,2.8e-12*exp(285./Tgas)*pct**(0)/exp(-1.5344581799999992*(log(Tgas)-1)+0.005543384749999999*Tgas/2+-4.4648107e-06*Tgas**2/6+-7.355181299999956e-10*Tgas**3/12+1.4663527600000002e-12*Tgas**4/20--5511.734638999998/Tgas+7.788778709999999)
301,CH4,O2,,CH3O2,H,,1.17E-11*(Tgas/298.)**(1.02)*exp(-8353./Tgas)*pct**(0)/exp(1.4590182399999994*(log(Tgas)-1)+-0.01140340959*Tgas/2+1.1488828509999997e-05*Tgas**2/6+-1.1699672899999962e-09*Tgas**3/12+-1.9685386300000007e-12*Tgas**4/20--36653.903599/Tgas+-3.3438805000000005)
302,CH3O,OH,,CH3O2,H,,1.60e-10*pct**(0)/exp(0.23209381999999934*(log(Tgas)-1)+8.78659600000004e-05*Tgas/2+-5.46167747e-06*Tgas**2/6+6.520189740000006e-09*Tgas**3/12+-2.1999598800000004e-12*Tgas**4/20--20668.014639/Tgas+4.100081193)
303,CH2O,OH,,CH2OH,O,,7.01E-11*pct**(0)/exp(1.0027265499999993*(log(Tgas)-1)+-0.007308473899999999*Tgas/2+1.0593120869999995e-05*Tgas**2/6+-5.796114020000005e-09*Tgas**3/12+9.360094099999977e-13*Tgas**4/20--8367.080860000002/Tgas+-3.486444457)
304,CH2O,H2O,,CH2OH,OH,,4.00E-11*pct**(0)/exp(0.3856603700000001*(log(Tgas)-1)+-0.007822061339999999*Tgas/2+1.4523245769999997e-05*Tgas**2/6+-9.65378104e-09*Tgas**3/12+2.094247079999997e-12*Tgas**4/20--16276.344379999999/Tgas+-2.075523053)
305,HCHO,HO2,,CH2OH,O2,,9.10E-12*pct**(0)/exp(0.8347416599999997*(log(Tgas)-1)+-0.01031002316*Tgas/2+2.0784616789999998e-05*Tgas**2/6+-1.6036880309999998e-08*Tgas**3/12+4.4351104799999986e-12*Tgas**4/20--9526.465975/Tgas+-2.647335312)
306,HCHO,HO2,,CH3O,O2,,7.82E-14*exp(-1150./Tgas)*pct**(0)/exp(1.601259810000001*(log(Tgas)-1)+-0.00885608697*Tgas/2+1.0977890389999998e-05*Tgas**2/6+-5.21641111e-09*Tgas**3/12+5.669459799999997e-13*Tgas**4/20--14358.958094999998/Tgas+-5.910624112000001)
307,CH3,O2,,CH3O,O,,2.51E-11*pct**(0)/exp(0.5595639400000003*(log(Tgas)-1)+0.005213815640000001*Tgas/2+-2.8992470750000006e-05*Tgas**2/6+3.7135879749999996e-08*Tgas**3/12+-1.506206594e-11*Tgas**4/20--15071.211599999999/Tgas+-3.2931309699999995)
308,HCHO,OH,,CH3O,O,,1.00e-11*pct**(0)/exp(1.9056352400000005*(log(Tgas)-1)+-0.0062254478699999985*Tgas/2+-2.359521730000004e-06*Tgas**2/6+1.1627588379999998e-08*Tgas**3/12+-6.2310425899999995e-12*Tgas**4/20--41440.28098/Tgas+-8.125542519)
309,HCHO,H2O,,CH3O,OH,,3.01e-11*pct**(0)/exp(1.2885690600000004*(log(Tgas)-1)+-0.00673903531*Tgas/2+1.5706031699999959e-06*Tgas**2/6+7.769921360000001e-09*Tgas**3/12+-5.0728049200000005e-12*Tgas**4/20--49349.5445/Tgas+-6.714621114999999)
310,NO,O,,N,O2,,1.5e-11*exp(-3600./Tgas)*pct**(0)/exp(1.1044097000000002*(log(Tgas)-1)+-0.004922465920000001*Tgas/2+7.84006685e-06*Tgas**2/6+-5.787326219999999e-09*Tgas**3/12+1.6744800799999998e-12*Tgas**4/20--16073.335599999999/Tgas+-3.51904106)
311,NO,O2,,N,O3,,2.01e-16*pct**(0)/exp(2.0936731099999997*(log(Tgas)-1)+-0.00969040603*Tgas/2+7.043001710000001e-06*Tgas**2/6+3.3093040399999987e-09*Tgas**3/12+-3.711455149999999e-12*Tgas**4/20--63187.97981999999/Tgas+-6.53809886)
312,NO,H,,N,OH,,4.70e-11*pct**(0)/exp(0.22661471999999971*(log(Tgas)-1)+-0.0022388146900000003*Tgas/2+6.42766457e-06*Tgas**2/6+-5.46139201e-09*Tgas**3/12+1.4423537199999999e-12*Tgas**4/20--24154.776719999998/Tgas+-2.255983163)
313,N2,O,,N,NO,,2.09e-11*exp(100./Tgas)*pct**(0)/exp(-0.019326579999999538*(log(Tgas)-1)+0.0012369014120000004*Tgas/2+-4.904240373e-06*Tgas**2/6+5.6477949499999995e-09*Tgas**3/12+-2.10170138e-12*Tgas**4/20--37874.45472000001/Tgas+-1.4551149700000003)
314,NO2,O2,,NO,O3,,1.4e-12*exp(-1310./Tgas)*pct**(0)/exp(0.1005063900000005*(log(Tgas)-1)+-0.0019960725499999993*Tgas/2+1.6122039100000021e-06*Tgas**2/6+1.5149881800000005e-09*Tgas**3/12+-1.4874962300000004e-12*Tgas**4/20--23876.923100000004/Tgas+-0.5934181800000009)
315,NO2,NO2,,O2,NO,NO,3.30E-39*exp(530./Tgas)*pct**(-1)/exp(-4.3315918799999995*(log(Tgas)-1)+0.00910563864*Tgas/2+1.3797121900000026e-06*Tgas**2/6+-1.2588446770000002e-08*Tgas**3/12+6.81528695e-12*Tgas**4/20--12833.01972/Tgas+4.40508805)
316,NO2,M,,NO,O,M,1.01E-31*((Tgas/298.)**-1.60)*pct**(-1)/exp(-3.442834859999999*(log(Tgas)-1)+0.006333771080000001*Tgas/2+-1.0295568599999992e-06*Tgas**2/6+-5.0068046900000005e-09*Tgas**3/12+2.91684795e-12*Tgas**4/20--36070.74084/Tgas+1.9794484299999997)
317,NO2,,,NO,O,,2.99E-11*pct**(-1)/exp(-3.442834859999999*(log(Tgas)-1)+0.006333771080000001*Tgas/2+-1.0295568599999992e-06*Tgas**2/6+-5.0068046900000005e-09*Tgas**3/12+2.91684795e-12*Tgas**4/20--36070.74084/Tgas+1.9794484299999997)
318,O2,N,,NO,O,,8.93E-13*((Tgas/298.)**1.13)*exp(-19484./Tgas)*pct**(0)/exp(-1.1044096999999993*(log(Tgas)-1)+0.004922465920000001*Tgas/2+-7.84006685e-06*Tgas**2/6+5.7873262199999986e-09*Tgas**3/12+-1.6744800799999998e-12*Tgas**4/20-16073.335599999999/Tgas+3.5190410599999997)
319,NO2,OH,,NO,HO2,,6.42E-12*((Tgas/298.)**-0.43)*exp(95./Tgas)*pct**(0)/exp(-0.5843815900000005*(log(Tgas)-1)+0.0054025066600000005*Tgas/2+-1.0928143070000001e-05*Tgas**2/6+9.26235741e-09*Tgas**3/12+-2.8995495699999996e-12*Tgas**4/20--3843.6017650000003/Tgas+0.21072121299999955)
320,HNO2,M,,NO,OH,M,7.42E-31*((Tgas/298.)**-2.40)*pct**(-1)/exp(-4.996424049999998*(log(Tgas)-1)+0.01516872845*Tgas/2+-1.400095607e-05*Tgas**2/6+3.6915710500000006e-09*Tgas**3/12+7.025704799999996e-13*Tgas**4/20--23997.0707/Tgas+7.645389026999999)
321,HNO2,,,NO,OH,,3.30E-11*pct**(-1)/exp(-4.996424049999998*(log(Tgas)-1)+0.01516872845*Tgas/2+-1.400095607e-05*Tgas**2/6+3.6915710500000006e-09*Tgas**3/12+7.025704799999996e-13*Tgas**4/20--23997.0707/Tgas+7.645389026999999)
322,NO,O2,,NO2,O,,5.50e-12*exp(190./Tgas)*pct**(0)/exp(0.8887570199999995*(log(Tgas)-1)+-0.00277186756*Tgas/2+-2.40926905e-06*Tgas**2/6+7.581642079999998e-09*Tgas**3/12+-3.8984389999999995e-12*Tgas**4/20--23237.72112/Tgas+-2.4256396199999997)
323,NO3,M,,NO2,O,M,9.02E-32*((Tgas/298.)**-2.00)*pct**(-1)/exp(-4.938705000000001*(log(Tgas)-1)+0.01535501634*Tgas/2+-1.2253609060000001e-05*Tgas**2/6+-1.5526944599999983e-09*Tgas**3/12+3.7106798899999996e-12*Tgas**4/20--24205.96815/Tgas+6.238283640000001)
324,NO3,,,NO2,O,,2.30E-11*((Tgas/298.)**0.24)*pct**(-1)/exp(-4.938705000000001*(log(Tgas)-1)+0.01535501634*Tgas/2+-1.2253609060000001e-05*Tgas**2/6+-1.5526944599999983e-09*Tgas**3/12+3.7106798899999996e-12*Tgas**4/20--24205.96815/Tgas+6.238283640000001)
325,HNO3,M,,NO2,OH,M,3.30E-30*((Tgas/298.)**-4.50)*pct**(-1)/exp(-6.2427239000000005*(log(Tgas)-1)+0.02300326575*Tgas/2+-2.9526219300000002e-05*Tgas**2/6+1.8293450789999997e-08*Tgas**3/12+-4.545881639999999e-12*Tgas**4/20--23685.40726/Tgas+10.975990377)
326,HNO3,,,NO2,OH,,2.70E-11*pct**(-1)/exp(-6.2427239000000005*(log(Tgas)-1)+0.02300326575*Tgas/2+-2.9526219300000002e-05*Tgas**2/6+1.8293450789999997e-08*Tgas**3/12+-4.545881639999999e-12*Tgas**4/20--23685.40726/Tgas+10.975990377)
327,HO2,NO,,NO2,OH,,3.01E-11*exp(-3360./Tgas)*pct**(0)/exp(0.5843815899999996*(log(Tgas)-1)+-0.0054025066600000005*Tgas/2+1.0928143070000001e-05*Tgas**2/6+-9.262357410000002e-09*Tgas**3/12+2.8995495700000012e-12*Tgas**4/20-3843.6017650000003/Tgas+-0.21072121299999935)
328,NO,OH,,NO2,H,,1.47e-10*pct**(0)/exp(1.766552*(log(Tgas)-1)+-0.00545551879*Tgas/2+-9.9686677e-07*Tgas**2/6+7.25570787e-09*Tgas**3/12+-3.66631264e-12*Tgas**4/20--15156.279999999999/Tgas+-3.6886975169999996)
329,H2O,NO3,,HNO3,OH,,1.50e-13*pct**(0)/exp(0.6869527200000003*(log(Tgas)-1)+-0.00816183685*Tgas/2+2.120273514e-05*Tgas**2/6+-2.370381227e-08*Tgas**3/12+9.4147992e-12*Tgas**4/20--8429.82441/Tgas+-3.3267853329999983)
330,HNO4,M,,HO2,NO2,M,1.80E-31*((Tgas/298.)**-3.20)*pct**(-1)/exp(-5.79735178*(log(Tgas)-1)+0.03483575187*Tgas/2+-6.71945969e-05*Tgas**2/6+5.97978581e-08*Tgas**3/12+-2.008727196e-11*Tgas**4/20--11772.481325/Tgas+4.3930419)
331,HNO4,,,HO2,NO2,,4.70E-12*pct**(-1)/exp(-5.79735178*(log(Tgas)-1)+0.03483575187*Tgas/2+-6.71945969e-05*Tgas**2/6+5.97978581e-08*Tgas**3/12+-2.008727196e-11*Tgas**4/20--11772.481325/Tgas+4.3930419)
332,NO2,H2O,O2,HNO4,OH,,1.90e-12*exp(270./Tgas)*pct**(1)/exp(5.48466103*(log(Tgas)-1)+-0.03271870020999999*Tgas/2+5.778730968e-05*Tgas**2/6+-4.6811525630000005e-08*Tgas**3/12+1.444752106e-11*Tgas**4/20--23218.10508/Tgas+-5.197038903000001)
333,NO2,OH,O2,HNO4,O,,7.8e-11*exp(-3400./Tgas)*pct**(1)/exp(6.10172721*(log(Tgas)-1)+-0.032205112769999995*Tgas/2+5.385718478e-05*Tgas**2/6+-4.295385861e-08*Tgas**3/12+1.3289283389999999e-11*Tgas**4/20--15308.841560000004/Tgas+-6.607960307000003)
334,CH3O2,H2O,,CH4O2,OH,,1.9e-12*exp(190./Tgas)*pct**(0)/exp(2.2729374300000007*(log(Tgas)-1)+-0.022428374220000002*Tgas/2+4.435467987e-05*Tgas**2/6+-3.403259804e-08*Tgas**3/12+9.193948680000002e-12*Tgas**4/20--16902.183321/Tgas+-9.304197413)
335,CH2OOH,H2O,,CH4O2,OH,,1.00e-12*exp(190./Tgas)*pct**(0)/exp(1.1172760900000003*(log(Tgas)-1)+-0.0051204178500000004*Tgas/2+2.1240190599999987e-06*Tgas**2/6+6.15637686e-09*Tgas**3/12+-4.505755529999998e-12*Tgas**4/20--10573.114099999999/Tgas+-4.363531943000001)
336,CH2O,OH,H2O,CH4O2,OH,,1.68E-12*pct**(1)/exp(5.95055881*(log(Tgas)-1)+-0.029073298259999998*Tgas/2+4.1705820499999996e-05*Tgas**2/6+-2.4736956300000003e-08*Tgas**3/12+4.811298400000001e-12*Tgas**4/20-457.2498999999989/Tgas+-10.24460039)
337,CH3OH,O2,,CH3O2,OH,,1.05E-11*((Tgas/298.)**-1.53)*exp(5./Tgas)*pct**(0)/exp(0.47728718999999975*(log(Tgas)-1)+-0.01160044394*Tgas/2+2.6691062379999995e-05*Tgas**2/6+-2.393286293e-08*Tgas**3/12+7.701291449999999e-12*Tgas**4/20--29915.793359000003/Tgas+0.04933187899999991)
338,CH3O,HO2,,CH3O2,OH,,7.54E-11*((Tgas/298.)**-0.22)*exp(183./Tgas)*pct**(0)/exp(-0.9500765900000001*(log(Tgas)-1)+0.00014087809000000017*Tgas/2+6.463332370000001e-06*Tgas**2/6+-9.997875539999992e-09*Tgas**3/12+4.365902329999999e-12*Tgas**4/20--1668.1328740000001/Tgas+7.578057497)
339,H2O,CH2OO,,CH3O2,OH,,2.24E-14*((Tgas/298.)**2.88)*exp(595./Tgas)*pct**(0)/exp(-1.98287659*(log(Tgas)-1)+0.01263826025*Tgas/2+-2.930860843e-05*Tgas**2/6+2.7516895360000005e-08*Tgas**3/12+-9.321985920000003e-12*Tgas**4/20--21983.846599/Tgas+7.991776147)
340,O2,NO3,,O3,NO2,,1.40e-13*exp(-2470./Tgas)*pct**(0)/exp(-1.3953637500000005*(log(Tgas)-1)+0.00702517271*Tgas/2+-9.611848290000001e-06*Tgas**2/6+4.969098409999996e-09*Tgas**3/12+-6.936642900000005e-13*Tgas**4/20--12012.15041/Tgas+3.6654170300000004)
341,N2O5,,,NO2,NO3,,1.90E-12*((Tgas/298.)**0.20)*pct**(-1)/exp(-2.4299499399999998*(log(Tgas)-1)+0.030307240699999998*Tgas/2+-8.30820871e-05*Tgas**2/6+9.06414052e-08*Tgas**3/12+-3.46195282e-11*Tgas**4/20--11282.797698/Tgas+-8.7174148)
342,N2O5,M,,NO2,NO3,M,2.81E-30*((Tgas/298.)**-3.50)*pct**(-1)/exp(-2.4299499399999998*(log(Tgas)-1)+0.030307240699999998*Tgas/2+-8.30820871e-05*Tgas**2/6+9.06414052e-08*Tgas**3/12+-3.46195282e-11*Tgas**4/20--11282.797698/Tgas+-8.7174148)
